Month,County,Fuel Type,Count,Year
January,Donegal,Electric,39,2024
January,Donegal,Petrol or Diesel plug-in hybrid electric,36,2024
January,Donegal,Diesel and electric hybrid,13,2024
January,Galway,Petrol and electric hybrid,279,2024
January,Galway,Electric,101,2024
January,Galway,Petrol or Diesel plug-in hybrid electric,60,2024
January,Galway,Diesel and electric hybrid,13,2024
January,Kerry,Petrol and electric hybrid,131,2024
January,Kerry,Electric,40,2024
January,Kerry,Petrol or Diesel plug-in hybrid electric,48,2024
January,Kerry,Diesel and electric hybrid,8,2024
January,Kildare,Petrol and electric hybrid,323,2024
January,Kildare,Electric,165,2024
January,Kildare,Petrol or Diesel plug-in hybrid electric,87,2024
January,Kildare,Diesel and electric hybrid,13,2024
January,Kilkenny,Petrol and electric hybrid,134,2024
January,Kilkenny,Electric,49,2024
January,Kilkenny,Petrol or Diesel plug-in hybrid electric,35,2024
January,Kilkenny,Diesel and electric hybrid,8,2024
January,Laois,Petrol and electric hybrid,71,2024
January,Laois,Electric,46,2024
January,Laois,Petrol or Diesel plug-in hybrid electric,14,2024
January,Laois,Diesel and electric hybrid,5,2024
January,Leitrim,Petrol and electric hybrid,20,2024
January,Leitrim,Electric,12,2024
January,Leitrim,Petrol or Diesel plug-in hybrid electric,1,2024
January,Leitrim,Diesel and electric hybrid,1,2024
January,Longford,Petrol and electric hybrid,65,2024
January,Longford,Electric,15,2024
January,Longford,Petrol or Diesel plug-in hybrid electric,2,2024
January,Longford,Diesel and electric hybrid,2,2024
January,Louth,Petrol and electric hybrid,164,2024
January,Louth,Electric,80,2024
January,Louth,Petrol or Diesel plug-in hybrid electric,34,2024
January,Louth,Diesel and electric hybrid,5,2024
January,Mayo,Petrol and electric hybrid,98,2024
January,Mayo,Electric,37,2024
January,Mayo,Petrol or Diesel plug-in hybrid electric,26,2024
January,Mayo,Diesel and electric hybrid,7,2024
January,Meath,Petrol and electric hybrid,237,2024
January,Meath,Electric,134,2024
January,Meath,Petrol or Diesel plug-in hybrid electric,69,2024
January,Meath,Diesel and electric hybrid,20,2024
January,Monaghan,Petrol and electric hybrid,30,2024
January,Monaghan,Electric,16,2024
January,Monaghan,Petrol or Diesel plug-in hybrid electric,10,2024
January,Monaghan,Diesel and electric hybrid,2,2024
January,Offaly,Petrol and electric hybrid,89,2024
January,Offaly,Electric,25,2024
January,Offaly,Petrol or Diesel plug-in hybrid electric,14,2024
January,Offaly,Diesel and electric hybrid,5,2024
January,Roscommon,Petrol and electric hybrid,65,2024
January,Roscommon,Electric,18,2024
January,Roscommon,Petrol or Diesel plug-in hybrid electric,10,2024
January,Roscommon,Diesel and electric hybrid,5,2024
January,Sligo,Petrol and electric hybrid,56,2024
January,Sligo,Electric,45,2024
January,Sligo,Petrol or Diesel plug-in hybrid electric,17,2024
January,Sligo,Diesel and electric hybrid,2,2024
January,Westmeath,Petrol and electric hybrid,101,2024
January,Westmeath,Electric,49,2024
January,Westmeath,Petrol or Diesel plug-in hybrid electric,27,2024
January,Westmeath,Diesel and electric hybrid,7,2024
January,Wexford,Petrol and electric hybrid,167,2024
January,Wexford,Electric,90,2024
January,Wexford,Petrol or Diesel plug-in hybrid electric,36,2024
January,Wexford,Diesel and electric hybrid,8,2024
January,Wicklow,Petrol and electric hybrid,145,2024
January,Wicklow,Electric,120,2024
January,Wicklow,Petrol or Diesel plug-in hybrid electric,43,2024
January,Wicklow,Diesel and electric hybrid,5,2024
January,Limerick,Petrol and electric hybrid,233,2024
January,Limerick,Electric,80,2024
January,Limerick,Petrol or Diesel plug-in hybrid electric,54,2024
January,Limerick,Diesel and electric hybrid,15,2024
January,Waterford,Petrol and electric hybrid,120,2024
January,Waterford,Electric,77,2024
January,Waterford,Petrol or Diesel plug-in hybrid electric,35,2024
January,Waterford,Diesel and electric hybrid,5,2024
January,Tipperary,Petrol and electric hybrid,160,2024
January,Tipperary,Electric,44,2024
January,Tipperary,Petrol or Diesel plug-in hybrid electric,32,2024
January,Tipperary,Diesel and electric hybrid,13,2024
January,Cork,Petrol and electric hybrid,709,2024
January,Cork,Electric,305,2024
January,Cork,Petrol or Diesel plug-in hybrid electric,211,2024
January,Cork,Diesel and electric hybrid,52,2024
January,Dublin,Petrol and electric hybrid,1788,2024
January,Dublin,Electric,1145,2024
January,Dublin,Petrol or Diesel plug-in hybrid electric,727,2024
January,Dublin,Diesel and electric hybrid,61,2024
February,Carlow,Petrol and electric hybrid,35,2024
February,Carlow,Electric,21,2024
February,Carlow,Petrol or Diesel plug-in hybrid electric,9,2024
February,Carlow,Diesel and electric hybrid,5,2024
February,Cavan,Petrol and electric hybrid,54,2024
February,Cavan,Electric,8,2024
February,Cavan,Petrol or Diesel plug-in hybrid electric,9,2024
February,Cavan,Diesel and electric hybrid,3,2024
February,Clare,Petrol and electric hybrid,60,2024
February,Clare,Electric,38,2024
February,Clare,Petrol or Diesel plug-in hybrid electric,23,2024
February,Clare,Diesel and electric hybrid,11,2024
February,Donegal,Petrol and electric hybrid,84,2024
February,Donegal,Electric,38,2024
February,Donegal,Petrol or Diesel plug-in hybrid electric,28,2024
February,Donegal,Diesel and electric hybrid,3,2024
February,Galway,Petrol and electric hybrid,136,2024
February,Galway,Electric,70,2024
February,Galway,Petrol or Diesel plug-in hybrid electric,52,2024
February,Galway,Diesel and electric hybrid,10,2024
February,Kerry,Petrol and electric hybrid,66,2024
February,Kerry,Electric,37,2024
February,Kerry,Petrol or Diesel plug-in hybrid electric,26,2024
February,Kerry,Diesel and electric hybrid,5,2024
February,Kildare,Petrol and electric hybrid,149,2024
February,Kildare,Electric,125,2024
February,Kildare,Petrol or Diesel plug-in hybrid electric,62,2024
February,Kildare,Diesel and electric hybrid,9,2024
February,Kilkenny,Petrol and electric hybrid,51,2024
February,Kilkenny,Electric,17,2024
February,Kilkenny,Petrol or Diesel plug-in hybrid electric,24,2024
February,Kilkenny,Diesel and electric hybrid,7,2024
February,Laois,Petrol and electric hybrid,36,2024
February,Laois,Electric,29,2024
February,Laois,Petrol or Diesel plug-in hybrid electric,14,2024
February,Laois,Diesel and electric hybrid,5,2024
February,Leitrim,Petrol and electric hybrid,20,2024
February,Leitrim,Electric,5,2024
February,Leitrim,Petrol or Diesel plug-in hybrid electric,7,2024
February,Leitrim,Diesel and electric hybrid,1,2024
February,Longford,Petrol and electric hybrid,15,2024
February,Longford,Electric,8,2024
February,Longford,Petrol or Diesel plug-in hybrid electric,5,2024
February,Longford,Diesel and electric hybrid,0,2024
February,Louth,Petrol and electric hybrid,71,2024
February,Louth,Electric,44,2024
February,Louth,Petrol or Diesel plug-in hybrid electric,19,2024
February,Louth,Diesel and electric hybrid,4,2024
February,Mayo,Petrol and electric hybrid,58,2024
February,Mayo,Electric,16,2024
February,Mayo,Petrol or Diesel plug-in hybrid electric,13,2024
February,Mayo,Diesel and electric hybrid,6,2024
February,Meath,Petrol and electric hybrid,145,2024
February,Meath,Electric,107,2024
February,Meath,Petrol or Diesel plug-in hybrid electric,47,2024
February,Meath,Diesel and electric hybrid,8,2024
February,Monaghan,Petrol and electric hybrid,19,2024
February,Monaghan,Electric,10,2024
February,Monaghan,Petrol or Diesel plug-in hybrid electric,9,2024
February,Monaghan,Diesel and electric hybrid,2,2024
February,Offaly,Petrol and electric hybrid,43,2024
February,Offaly,Electric,14,2024
February,Offaly,Petrol or Diesel plug-in hybrid electric,14,2024
February,Offaly,Diesel and electric hybrid,2,2024
February,Roscommon,Petrol and electric hybrid,30,2024
February,Roscommon,Electric,11,2024
February,Roscommon,Petrol or Diesel plug-in hybrid electric,4,2024
February,Roscommon,Diesel and electric hybrid,1,2024
February,Sligo,Petrol and electric hybrid,39,2024
February,Sligo,Electric,19,2024
February,Sligo,Petrol or Diesel plug-in hybrid electric,13,2024
February,Sligo,Diesel and electric hybrid,7,2024
February,Westmeath,Petrol and electric hybrid,45,2024
February,Westmeath,Electric,28,2024
February,Westmeath,Petrol or Diesel plug-in hybrid electric,19,2024
February,Westmeath,Diesel and electric hybrid,3,2024
February,Wexford,Petrol and electric hybrid,77,2024
February,Wexford,Electric,58,2024
February,Wexford,Petrol or Diesel plug-in hybrid electric,22,2024
February,Wexford,Diesel and electric hybrid,5,2024
February,Wicklow,Petrol and electric hybrid,73,2024
February,Wicklow,Electric,82,2024
February,Wicklow,Petrol or Diesel plug-in hybrid electric,23,2024
February,Wicklow,Diesel and electric hybrid,3,2024
February,Limerick,Petrol and electric hybrid,115,2024
February,Limerick,Electric,46,2024
February,Limerick,Petrol or Diesel plug-in hybrid electric,27,2024
February,Limerick,Diesel and electric hybrid,9,2024
February,Waterford,Petrol and electric hybrid,58,2024
February,Waterford,Electric,51,2024
February,Waterford,Petrol or Diesel plug-in hybrid electric,22,2024
February,Waterford,Diesel and electric hybrid,6,2024
February,Tipperary,Petrol and electric hybrid,102,2024
February,Tipperary,Electric,46,2024
February,Tipperary,Petrol or Diesel plug-in hybrid electric,26,2024
February,Tipperary,Diesel and electric hybrid,11,2024
February,Cork,Petrol and electric hybrid,393,2024
February,Cork,Electric,215,2024
February,Cork,Petrol or Diesel plug-in hybrid electric,161,2024
February,Cork,Diesel and electric hybrid,26,2024
February,Dublin,Petrol and electric hybrid,969,2024
February,Dublin,Electric,924,2024
February,Dublin,Petrol or Diesel plug-in hybrid electric,643,2024
February,Dublin,Diesel and electric hybrid,57,2024
March,Carlow,Petrol and electric hybrid,15,2024
March,Carlow,Electric,15,2024
March,Carlow,Petrol or Diesel plug-in hybrid electric,4,2024
March,Carlow,Diesel and electric hybrid,3,2024
March,Cavan,Petrol and electric hybrid,29,2024
March,Cavan,Electric,8,2024
March,Cavan,Petrol or Diesel plug-in hybrid electric,5,2024
March,Cavan,Diesel and electric hybrid,3,2024
March,Clare,Petrol and electric hybrid,67,2024
March,Clare,Electric,29,2024
March,Clare,Petrol or Diesel plug-in hybrid electric,17,2024
March,Clare,Diesel and electric hybrid,10,2024
March,Donegal,Petrol and electric hybrid,81,2024
March,Donegal,Electric,24,2024
March,Donegal,Petrol or Diesel plug-in hybrid electric,18,2024
March,Donegal,Diesel and electric hybrid,11,2024
March,Galway,Petrol and electric hybrid,127,2024
March,Galway,Electric,56,2024
March,Galway,Petrol or Diesel plug-in hybrid electric,45,2024
March,Galway,Diesel and electric hybrid,7,2024
March,Kerry,Petrol and electric hybrid,53,2024
March,Kerry,Electric,22,2024
March,Kerry,Petrol or Diesel plug-in hybrid electric,34,2024
March,Kerry,Diesel and electric hybrid,4,2024
March,Kildare,Petrol and electric hybrid,122,2024
March,Kildare,Electric,121,2024
March,Kildare,Petrol or Diesel plug-in hybrid electric,57,2024
March,Kildare,Diesel and electric hybrid,18,2024
March,Kilkenny,Petrol and electric hybrid,39,2024
March,Kilkenny,Electric,28,2024
March,Kilkenny,Petrol or Diesel plug-in hybrid electric,13,2024
March,Kilkenny,Diesel and electric hybrid,4,2024
March,Laois,Petrol and electric hybrid,22,2024
March,Laois,Electric,19,2024
March,Laois,Petrol or Diesel plug-in hybrid electric,16,2024
March,Laois,Diesel and electric hybrid,5,2024
March,Leitrim,Petrol and electric hybrid,13,2024
March,Leitrim,Electric,5,2024
March,Leitrim,Petrol or Diesel plug-in hybrid electric,3,2024
March,Leitrim,Diesel and electric hybrid,0,2024
March,Longford,Petrol and electric hybrid,19,2024
March,Longford,Electric,4,2024
March,Longford,Petrol or Diesel plug-in hybrid electric,5,2024
March,Longford,Diesel and electric hybrid,2,2024
March,Louth,Petrol and electric hybrid,55,2024
March,Louth,Electric,35,2024
March,Louth,Petrol or Diesel plug-in hybrid electric,19,2024
March,Louth,Diesel and electric hybrid,4,2024
March,Mayo,Petrol and electric hybrid,37,2024
March,Mayo,Electric,14,2024
March,Mayo,Petrol or Diesel plug-in hybrid electric,3,2024
March,Mayo,Diesel and electric hybrid,4,2024
March,Meath,Petrol and electric hybrid,116,2024
March,Meath,Electric,79,2024
March,Meath,Petrol or Diesel plug-in hybrid electric,37,2024
March,Meath,Diesel and electric hybrid,9,2024
March,Monaghan,Petrol and electric hybrid,13,2024
March,Monaghan,Electric,9,2024
March,Monaghan,Petrol or Diesel plug-in hybrid electric,10,2024
March,Monaghan,Diesel and electric hybrid,5,2024
March,Offaly,Petrol and electric hybrid,16,2024
March,Offaly,Electric,10,2024
March,Offaly,Petrol or Diesel plug-in hybrid electric,5,2024
March,Offaly,Diesel and electric hybrid,4,2024
March,Roscommon,Petrol and electric hybrid,213,2024
March,Roscommon,Electric,22,2024
March,Roscommon,Petrol or Diesel plug-in hybrid electric,6,2024
March,Roscommon,Diesel and electric hybrid,1,2024
March,Sligo,Petrol and electric hybrid,38,2024
March,Sligo,Electric,12,2024
March,Sligo,Petrol or Diesel plug-in hybrid electric,5,2024
March,Sligo,Diesel and electric hybrid,0,2024
March,Westmeath,Petrol and electric hybrid,29,2024
March,Westmeath,Electric,23,2024
March,Westmeath,Petrol or Diesel plug-in hybrid electric,11,2024
March,Westmeath,Diesel and electric hybrid,3,2024
March,Wexford,Petrol and electric hybrid,60,2024
March,Wexford,Electric,63,2024
March,Wexford,Petrol or Diesel plug-in hybrid electric,37,2024
March,Wexford,Diesel and electric hybrid,9,2024
March,Wicklow,Petrol and electric hybrid,50,2024
March,Wicklow,Electric,68,2024
March,Wicklow,Petrol or Diesel plug-in hybrid electric,24,2024
March,Wicklow,Diesel and electric hybrid,6,2024
March,Limerick,Petrol and electric hybrid,96,2024
March,Limerick,Electric,40,2024
March,Limerick,Petrol or Diesel plug-in hybrid electric,29,2024
March,Limerick,Diesel and electric hybrid,17,2024
March,Waterford,Petrol and electric hybrid,46,2024
March,Waterford,Electric,45,2024
March,Waterford,Petrol or Diesel plug-in hybrid electric,34,2024
March,Waterford,Diesel and electric hybrid,5,2024
March,Tipperary,Petrol and electric hybrid,49,2024
March,Tipperary,Electric,31,2024
March,Tipperary,Petrol or Diesel plug-in hybrid electric,22,2024
March,Tipperary,Diesel and electric hybrid,7,2024
March,Cork,Petrol and electric hybrid,332,2024
March,Cork,Electric,194,2024
March,Cork,Petrol or Diesel plug-in hybrid electric,130,2024
March,Cork,Diesel and electric hybrid,36,2024
March,Dublin,Petrol and electric hybrid,946,2024
March,Dublin,Electric,908,2024
March,Dublin,Petrol or Diesel plug-in hybrid electric,606,2024
March,Dublin,Diesel and electric hybrid,76,2024
April,Carlow,Petrol and electric hybrid,29,2024
April,Carlow,Electric,10,2024
April,Carlow,Petrol or Diesel plug-in hybrid electric,12,2024
April,Carlow,Diesel and electric hybrid,2,2024
April,Cavan,Petrol and electric hybrid,16,2024
April,Cavan,Electric,9,2024
April,Cavan,Petrol or Diesel plug-in hybrid electric,6,2024
April,Cavan,Diesel and electric hybrid,1,2024
April,Clare,Petrol and electric hybrid,39,2024
April,Clare,Electric,20,2024
April,Clare,Petrol or Diesel plug-in hybrid electric,15,2024
April,Clare,Diesel and electric hybrid,2,2024
April,Donegal,Petrol and electric hybrid,42,2024
April,Donegal,Electric,16,2024
April,Donegal,Petrol or Diesel plug-in hybrid electric,18,2024
April,Donegal,Diesel and electric hybrid,7,2024
April,Galway,Petrol and electric hybrid,86,2024
April,Galway,Electric,49,2024
April,Galway,Petrol or Diesel plug-in hybrid electric,31,2024
April,Galway,Diesel and electric hybrid,11,2024
April,Kerry,Petrol and electric hybrid,40,2024
April,Kerry,Electric,33,2024
April,Kerry,Petrol or Diesel plug-in hybrid electric,21,2024
April,Kerry,Diesel and electric hybrid,3,2024
April,Kildare,Petrol and electric hybrid,92,2024
April,Kildare,Electric,74,2024
April,Kildare,Petrol or Diesel plug-in hybrid electric,42,2024
April,Kildare,Diesel and electric hybrid,9,2024
April,Kilkenny,Petrol and electric hybrid,25,2024
April,Kilkenny,Electric,21,2024
April,Kilkenny,Petrol or Diesel plug-in hybrid electric,13,2024
April,Kilkenny,Diesel and electric hybrid,1,2024
April,Laois,Petrol and electric hybrid,16,2024
April,Laois,Electric,15,2024
April,Laois,Petrol or Diesel plug-in hybrid electric,9,2024
April,Laois,Diesel and electric hybrid,1,2024
April,Leitrim,Petrol and electric hybrid,7,2024
April,Leitrim,Electric,4,2024
April,Leitrim,Petrol or Diesel plug-in hybrid electric,0,2024
April,Leitrim,Diesel and electric hybrid,0,2024
April,Longford,Petrol and electric hybrid,10,2024
April,Longford,Electric,2,2024
April,Longford,Petrol or Diesel plug-in hybrid electric,1,2024
April,Longford,Diesel and electric hybrid,0,2024
April,Louth,Petrol and electric hybrid,34,2024
April,Louth,Electric,34,2024
April,Louth,Petrol or Diesel plug-in hybrid electric,22,2024
April,Louth,Diesel and electric hybrid,4,2024
April,Mayo,Petrol and electric hybrid,25,2024
April,Mayo,Electric,16,2024
April,Mayo,Petrol or Diesel plug-in hybrid electric,8,2024
April,Mayo,Diesel and electric hybrid,1,2024
April,Meath,Petrol and electric hybrid,62,2024
April,Meath,Electric,51,2024
April,Meath,Petrol or Diesel plug-in hybrid electric,33,2024
April,Meath,Diesel and electric hybrid,4,2024
April,Monaghan,Petrol and electric hybrid,11,2024
April,Monaghan,Electric,6,2024
April,Monaghan,Petrol or Diesel plug-in hybrid electric,4,2024
April,Monaghan,Diesel and electric hybrid,0,2024
April,Offaly,Petrol and electric hybrid,28,2024
April,Offaly,Electric,9,2024
April,Offaly,Petrol or Diesel plug-in hybrid electric,11,2024
April,Offaly,Diesel and electric hybrid,3,2024
April,Roscommon,Petrol and electric hybrid,128,2024
April,Roscommon,Electric,9,2024
April,Roscommon,Petrol or Diesel plug-in hybrid electric,18,2024
April,Roscommon,Diesel and electric hybrid,0,2024
April,Sligo,Petrol and electric hybrid,15,2024
April,Sligo,Electric,15,2024
April,Sligo,Petrol or Diesel plug-in hybrid electric,7,2024
April,Sligo,Diesel and electric hybrid,0,2024
April,Westmeath,Petrol and electric hybrid,25,2024
April,Westmeath,Electric,24,2024
April,Westmeath,Petrol or Diesel plug-in hybrid electric,12,2024
April,Westmeath,Diesel and electric hybrid,3,2024
April,Wexford,Petrol and electric hybrid,105,2024
April,Wexford,Electric,42,2024
April,Wexford,Petrol or Diesel plug-in hybrid electric,31,2024
April,Wexford,Diesel and electric hybrid,6,2024
April,Wicklow,Petrol and electric hybrid,38,2024
April,Wicklow,Electric,59,2024
April,Wicklow,Petrol or Diesel plug-in hybrid electric,13,2024
April,Wicklow,Diesel and electric hybrid,3,2024
April,Limerick,Petrol and electric hybrid,52,2024
April,Limerick,Electric,38,2024
April,Limerick,Petrol or Diesel plug-in hybrid electric,35,2024
April,Limerick,Diesel and electric hybrid,2,2024
April,Waterford,Petrol and electric hybrid,27,2024
April,Waterford,Electric,32,2024
April,Waterford,Petrol or Diesel plug-in hybrid electric,16,2024
April,Waterford,Diesel and electric hybrid,5,2024
April,Tipperary,Petrol and electric hybrid,38,2024
April,Tipperary,Electric,17,2024
April,Tipperary,Petrol or Diesel plug-in hybrid electric,20,2024
April,Tipperary,Diesel and electric hybrid,10,2024
April,Cork,Petrol and electric hybrid,259,2024
April,Cork,Electric,126,2024
April,Cork,Petrol or Diesel plug-in hybrid electric,101,2024
April,Cork,Diesel and electric hybrid,22,2024
April,Dublin,Petrol and electric hybrid,819,2024
April,Dublin,Electric,713,2024
April,Dublin,Petrol or Diesel plug-in hybrid electric,518,2024
April,Dublin,Diesel and electric hybrid,30,2024
May,Carlow,Petrol and electric hybrid,10,2024
May,Carlow,Electric,8,2024
May,Carlow,Petrol or Diesel plug-in hybrid electric,8,2024
May,Carlow,Diesel and electric hybrid,1,2024
May,Cavan,Petrol and electric hybrid,15,2024
May,Cavan,Electric,6,2024
May,Cavan,Petrol or Diesel plug-in hybrid electric,6,2024
May,Cavan,Diesel and electric hybrid,0,2024
May,Clare,Petrol and electric hybrid,17,2024
May,Clare,Electric,15,2024
May,Clare,Petrol or Diesel plug-in hybrid electric,17,2024
May,Clare,Diesel and electric hybrid,5,2024
May,Donegal,Petrol and electric hybrid,28,2024
May,Donegal,Electric,14,2024
May,Donegal,Petrol or Diesel plug-in hybrid electric,15,2024
May,Donegal,Diesel and electric hybrid,2,2024
May,Galway,Petrol and electric hybrid,59,2024
May,Galway,Electric,26,2024
May,Galway,Petrol or Diesel plug-in hybrid electric,25,2024
May,Galway,Diesel and electric hybrid,7,2024
May,Kerry,Petrol and electric hybrid,19,2024
May,Kerry,Electric,10,2024
May,Kerry,Petrol or Diesel plug-in hybrid electric,6,2024
May,Kerry,Diesel and electric hybrid,0,2024
May,Kildare,Petrol and electric hybrid,59,2024
May,Kildare,Electric,79,2024
May,Kildare,Petrol or Diesel plug-in hybrid electric,26,2024
May,Kildare,Diesel and electric hybrid,2,2024
May,Kilkenny,Petrol and electric hybrid,14,2024
May,Kilkenny,Electric,17,2024
May,Kilkenny,Petrol or Diesel plug-in hybrid electric,8,2024
May,Kilkenny,Diesel and electric hybrid,0,2024
May,Laois,Petrol and electric hybrid,11,2024
May,Laois,Electric,14,2024
May,Laois,Petrol or Diesel plug-in hybrid electric,1,2024
May,Laois,Diesel and electric hybrid,3,2024
May,Leitrim,Petrol and electric hybrid,4,2024
May,Leitrim,Electric,1,2024
May,Leitrim,Petrol or Diesel plug-in hybrid electric,3,2024
May,Leitrim,Diesel and electric hybrid,1,2024
May,Longford,Petrol and electric hybrid,6,2024
May,Longford,Electric,4,2024
May,Longford,Petrol or Diesel plug-in hybrid electric,1,2024
May,Longford,Diesel and electric hybrid,1,2024
May,Louth,Petrol and electric hybrid,22,2024
May,Louth,Electric,21,2024
May,Louth,Petrol or Diesel plug-in hybrid electric,16,2024
May,Louth,Diesel and electric hybrid,1,2024
May,Mayo,Petrol and electric hybrid,24,2024
May,Mayo,Electric,13,2024
May,Mayo,Petrol or Diesel plug-in hybrid electric,6,2024
May,Mayo,Diesel and electric hybrid,2,2024
May,Meath,Petrol and electric hybrid,56,2024
May,Meath,Electric,49,2024
May,Meath,Petrol or Diesel plug-in hybrid electric,26,2024
May,Meath,Diesel and electric hybrid,4,2024
May,Monaghan,Petrol and electric hybrid,5,2024
May,Monaghan,Electric,3,2024
May,Monaghan,Petrol or Diesel plug-in hybrid electric,5,2024
May,Monaghan,Diesel and electric hybrid,1,2024
May,Offaly,Petrol and electric hybrid,19,2024
May,Offaly,Electric,12,2024
May,Offaly,Petrol or Diesel plug-in hybrid electric,10,2024
May,Offaly,Diesel and electric hybrid,1,2024
May,Roscommon,Petrol and electric hybrid,47,2024
May,Roscommon,Electric,10,2024
May,Roscommon,Petrol or Diesel plug-in hybrid electric,3,2024
May,Roscommon,Diesel and electric hybrid,1,2024
May,Sligo,Petrol and electric hybrid,16,2024
May,Sligo,Electric,8,2024
May,Sligo,Petrol or Diesel plug-in hybrid electric,5,2024
May,Sligo,Diesel and electric hybrid,0,2024
May,Westmeath,Petrol and electric hybrid,11,2024
May,Westmeath,Electric,20,2024
May,Westmeath,Petrol or Diesel plug-in hybrid electric,6,2024
May,Westmeath,Diesel and electric hybrid,4,2024
May,Wexford,Petrol and electric hybrid,34,2024
May,Wexford,Electric,36,2024
May,Wexford,Petrol or Diesel plug-in hybrid electric,32,2024
May,Wexford,Diesel and electric hybrid,2,2024
May,Wicklow,Petrol and electric hybrid,30,2024
May,Wicklow,Electric,42,2024
May,Wicklow,Petrol or Diesel plug-in hybrid electric,11,2024
May,Wicklow,Diesel and electric hybrid,3,2024
May,Limerick,Petrol and electric hybrid,28,2024
May,Limerick,Electric,34,2024
May,Limerick,Petrol or Diesel plug-in hybrid electric,24,2024
May,Limerick,Diesel and electric hybrid,3,2024
May,Waterford,Petrol and electric hybrid,21,2024
May,Waterford,Electric,29,2024
May,Waterford,Petrol or Diesel plug-in hybrid electric,29,2024
May,Waterford,Diesel and electric hybrid,0,2024
May,Tipperary,Petrol and electric hybrid,25,2024
May,Tipperary,Electric,17,2024
May,Tipperary,Petrol or Diesel plug-in hybrid electric,11,2024
May,Tipperary,Diesel and electric hybrid,1,2024
May,Cork,Petrol and electric hybrid,144,2024
May,Cork,Electric,76,2024
May,Cork,Petrol or Diesel plug-in hybrid electric,97,2024
May,Cork,Diesel and electric hybrid,12,2024
May,Dublin,Petrol and electric hybrid,718,2024
May,Dublin,Electric,670,2024
May,Dublin,Petrol or Diesel plug-in hybrid electric,658,2024
May,Dublin,Diesel and electric hybrid,32,2024
June,Carlow,Petrol and electric hybrid,2,2024
June,Carlow,Electric,6,2024
June,Carlow,Petrol or Diesel plug-in hybrid electric,0,2024
June,Carlow,Diesel and electric hybrid,0,2024
June,Cavan,Petrol and electric hybrid,7,2024
June,Cavan,Electric,4,2024
June,Cavan,Petrol or Diesel plug-in hybrid electric,2,2024
June,Cavan,Diesel and electric hybrid,0,2024
June,Clare,Petrol and electric hybrid,11,2024
June,Clare,Electric,10,2024
June,Clare,Petrol or Diesel plug-in hybrid electric,1,2024
June,Clare,Diesel and electric hybrid,0,2024
June,Donegal,Petrol and electric hybrid,8,2024
June,Donegal,Electric,7,2024
June,Donegal,Petrol or Diesel plug-in hybrid electric,8,2024
June,Donegal,Diesel and electric hybrid,0,2024
June,Galway,Petrol and electric hybrid,14,2024
June,Galway,Electric,25,2024
June,Galway,Petrol or Diesel plug-in hybrid electric,9,2024
June,Galway,Diesel and electric hybrid,1,2024
June,Kerry,Petrol and electric hybrid,7,2024
June,Kerry,Electric,5,2024
June,Kerry,Petrol or Diesel plug-in hybrid electric,6,2024
June,Kerry,Diesel and electric hybrid,0,2024
June,Kildare,Petrol and electric hybrid,18,2024
June,Kildare,Electric,49,2024
June,Kildare,Petrol or Diesel plug-in hybrid electric,12,2024
June,Kildare,Diesel and electric hybrid,1,2024
June,Kilkenny,Petrol and electric hybrid,4,2024
June,Kilkenny,Electric,5,2024
June,Kilkenny,Petrol or Diesel plug-in hybrid electric,2,2024
June,Kilkenny,Diesel and electric hybrid,0,2024
June,Laois,Petrol and electric hybrid,3,2024
June,Laois,Electric,3,2024
June,Laois,Petrol or Diesel plug-in hybrid electric,1,2024
June,Laois,Diesel and electric hybrid,0,2024
June,Leitrim,Petrol and electric hybrid,4,2024
June,Leitrim,Electric,2,2024
June,Leitrim,Petrol or Diesel plug-in hybrid electric,1,2024
June,Leitrim,Diesel and electric hybrid,1,2024
June,Longford,Petrol and electric hybrid,0,2024
June,Longford,Electric,3,2024
June,Longford,Petrol or Diesel plug-in hybrid electric,0,2024
June,Longford,Diesel and electric hybrid,0,2024
June,Louth,Petrol and electric hybrid,13,2024
June,Louth,Electric,20,2024
June,Louth,Petrol or Diesel plug-in hybrid electric,4,2024
June,Louth,Diesel and electric hybrid,0,2024
June,Mayo,Petrol and electric hybrid,7,2024
June,Mayo,Electric,5,2024
June,Mayo,Petrol or Diesel plug-in hybrid electric,1,2024
June,Mayo,Diesel and electric hybrid,1,2024
June,Meath,Petrol and electric hybrid,15,2024
June,Meath,Electric,38,2024
June,Meath,Petrol or Diesel plug-in hybrid electric,13,2024
June,Meath,Diesel and electric hybrid,1,2024
June,Monaghan,Petrol and electric hybrid,1,2024
June,Monaghan,Electric,3,2024
June,Monaghan,Petrol or Diesel plug-in hybrid electric,1,2024
June,Monaghan,Diesel and electric hybrid,0,2024
June,Offaly,Petrol and electric hybrid,3,2024
June,Offaly,Electric,6,2024
June,Offaly,Petrol or Diesel plug-in hybrid electric,0,2024
June,Offaly,Diesel and electric hybrid,0,2024
June,Roscommon,Petrol and electric hybrid,5,2024
June,Roscommon,Electric,6,2024
June,Roscommon,Petrol or Diesel plug-in hybrid electric,1,2024
June,Roscommon,Diesel and electric hybrid,0,2024
June,Sligo,Petrol and electric hybrid,2,2024
June,Sligo,Electric,2,2024
June,Sligo,Petrol or Diesel plug-in hybrid electric,1,2024
June,Sligo,Diesel and electric hybrid,0,2024
June,Westmeath,Petrol and electric hybrid,2,2024
June,Westmeath,Electric,12,2024
