Month,County,Fuel Type,Count,Year
November,Cavan,Diesel and electric hybrid,1,2021
November,Clare,Petrol and electric hybrid,13,2021
November,Clare,Electric,7,2021
November,Clare,Petrol or Diesel plug-in hybrid electric,7,2021
November,Clare,Diesel and electric hybrid,0,2021
November,Donegal,Petrol and electric hybrid,11,2021
November,Donegal,Electric,9,2021
November,Donegal,Petrol or Diesel plug-in hybrid electric,10,2021
November,Donegal,Diesel and electric hybrid,1,2021
November,Galway,Petrol and electric hybrid,40,2021
November,Galway,Electric,12,2021
November,Galway,Petrol or Diesel plug-in hybrid electric,17,2021
November,Galway,Diesel and electric hybrid,4,2021
November,Kerry,Petrol and electric hybrid,15,2021
November,Kerry,Electric,4,2021
November,Kerry,Petrol or Diesel plug-in hybrid electric,4,2021
November,Kerry,Diesel and electric hybrid,1,2021
November,Kildare,Petrol and electric hybrid,30,2021
November,Kildare,Electric,18,2021
November,Kildare,Petrol or Diesel plug-in hybrid electric,24,2021
November,Kildare,Diesel and electric hybrid,2,2021
November,Kilkenny,Petrol and electric hybrid,7,2021
November,Kilkenny,Electric,2,2021
November,Kilkenny,Petrol or Diesel plug-in hybrid electric,4,2021
November,Kilkenny,Diesel and electric hybrid,0,2021
November,Laois,Petrol and electric hybrid,8,2021
November,Laois,Electric,3,2021
November,Laois,Petrol or Diesel plug-in hybrid electric,6,2021
November,Laois,Diesel and electric hybrid,1,2021
November,Leitrim,Petrol and electric hybrid,1,2021
November,Leitrim,Electric,0,2021
November,Leitrim,Petrol or Diesel plug-in hybrid electric,0,2021
November,Leitrim,Diesel and electric hybrid,0,2021
November,Longford,Petrol and electric hybrid,7,2021
November,Longford,Electric,3,2021
November,Longford,Petrol or Diesel plug-in hybrid electric,2,2021
November,Longford,Diesel and electric hybrid,0,2021
November,Louth,Petrol and electric hybrid,11,2021
November,Louth,Electric,4,2021
November,Louth,Petrol or Diesel plug-in hybrid electric,7,2021
November,Louth,Diesel and electric hybrid,0,2021
November,Mayo,Petrol and electric hybrid,9,2021
November,Mayo,Electric,3,2021
November,Mayo,Petrol or Diesel plug-in hybrid electric,5,2021
November,Mayo,Diesel and electric hybrid,1,2021
November,Meath,Petrol and electric hybrid,26,2021
November,Meath,Electric,16,2021
November,Meath,Petrol or Diesel plug-in hybrid electric,19,2021
November,Meath,Diesel and electric hybrid,1,2021
November,Monaghan,Petrol and electric hybrid,4,2021
November,Monaghan,Electric,1,2021
November,Monaghan,Petrol or Diesel plug-in hybrid electric,8,2021
November,Monaghan,Diesel and electric hybrid,0,2021
November,Offaly,Petrol and electric hybrid,10,2021
November,Offaly,Electric,2,2021
November,Offaly,Petrol or Diesel plug-in hybrid electric,3,2021
November,Offaly,Diesel and electric hybrid,1,2021
November,Roscommon,Petrol and electric hybrid,10,2021
November,Roscommon,Electric,1,2021
November,Roscommon,Petrol or Diesel plug-in hybrid electric,2,2021
November,Roscommon,Diesel and electric hybrid,1,2021
November,Sligo,Petrol and electric hybrid,3,2021
November,Sligo,Electric,4,2021
November,Sligo,Petrol or Diesel plug-in hybrid electric,5,2021
November,Sligo,Diesel and electric hybrid,0,2021
November,Westmeath,Petrol and electric hybrid,16,2021
November,Westmeath,Electric,4,2021
November,Westmeath,Petrol or Diesel plug-in hybrid electric,4,2021
November,Westmeath,Diesel and electric hybrid,0,2021
November,Wexford,Petrol and electric hybrid,16,2021
November,Wexford,Electric,5,2021
November,Wexford,Petrol or Diesel plug-in hybrid electric,5,2021
November,Wexford,Diesel and electric hybrid,0,2021
November,Wicklow,Petrol and electric hybrid,16,2021
November,Wicklow,Electric,19,2021
November,Wicklow,Petrol or Diesel plug-in hybrid electric,10,2021
November,Wicklow,Diesel and electric hybrid,1,2021
November,Limerick,Petrol and electric hybrid,15,2021
November,Limerick,Electric,5,2021
November,Limerick,Petrol or Diesel plug-in hybrid electric,5,2021
November,Limerick,Diesel and electric hybrid,1,2021
November,Waterford,Petrol and electric hybrid,17,2021
November,Waterford,Electric,9,2021
November,Waterford,Petrol or Diesel plug-in hybrid electric,8,2021
November,Waterford,Diesel and electric hybrid,0,2021
November,Tipperary,Petrol and electric hybrid,23,2021
November,Tipperary,Electric,5,2021
November,Tipperary,Petrol or Diesel plug-in hybrid electric,4,2021
November,Tipperary,Diesel and electric hybrid,1,2021
November,Cork,Petrol and electric hybrid,77,2021
November,Cork,Electric,31,2021
November,Cork,Petrol or Diesel plug-in hybrid electric,49,2021
November,Cork,Diesel and electric hybrid,9,2021
November,Dublin,Petrol and electric hybrid,375,2021
November,Dublin,Electric,172,2021
November,Dublin,Petrol or Diesel plug-in hybrid electric,168,2021
November,Dublin,Diesel and electric hybrid,3,2021
December,Carlow,Petrol and electric hybrid,2,2021
December,Carlow,Electric,3,2021
December,Carlow,Petrol or Diesel plug-in hybrid electric,0,2021
December,Carlow,Diesel and electric hybrid,0,2021
December,Cavan,Petrol and electric hybrid,9,2021
December,Cavan,Electric,1,2021
December,Cavan,Petrol or Diesel plug-in hybrid electric,2,2021
December,Cavan,Diesel and electric hybrid,0,2021
December,Clare,Petrol and electric hybrid,10,2021
December,Clare,Electric,2,2021
December,Clare,Petrol or Diesel plug-in hybrid electric,3,2021
December,Clare,Diesel and electric hybrid,0,2021
December,Donegal,Petrol and electric hybrid,8,2021
December,Donegal,Electric,2,2021
December,Donegal,Petrol or Diesel plug-in hybrid electric,0,2021
December,Donegal,Diesel and electric hybrid,1,2021
December,Galway,Petrol and electric hybrid,21,2021
December,Galway,Electric,3,2021
December,Galway,Petrol or Diesel plug-in hybrid electric,7,2021
December,Galway,Diesel and electric hybrid,0,2021
December,Kerry,Petrol and electric hybrid,14,2021
December,Kerry,Electric,3,2021
December,Kerry,Petrol or Diesel plug-in hybrid electric,4,2021
December,Kerry,Diesel and electric hybrid,2,2021
December,Kildare,Petrol and electric hybrid,20,2021
December,Kildare,Electric,3,2021
December,Kildare,Petrol or Diesel plug-in hybrid electric,11,2021
December,Kildare,Diesel and electric hybrid,0,2021
December,Kilkenny,Petrol and electric hybrid,3,2021
December,Kilkenny,Electric,2,2021
December,Kilkenny,Petrol or Diesel plug-in hybrid electric,3,2021
December,Kilkenny,Diesel and electric hybrid,0,2021
December,Laois,Petrol and electric hybrid,1,2021
December,Laois,Electric,2,2021
December,Laois,Petrol or Diesel plug-in hybrid electric,0,2021
December,Laois,Diesel and electric hybrid,1,2021
December,Leitrim,Petrol and electric hybrid,2,2021
December,Leitrim,Electric,2,2021
December,Leitrim,Petrol or Diesel plug-in hybrid electric,1,2021
December,Leitrim,Diesel and electric hybrid,0,2021
December,Longford,Petrol and electric hybrid,3,2021
December,Longford,Electric,0,2021
December,Longford,Petrol or Diesel plug-in hybrid electric,0,2021
December,Longford,Diesel and electric hybrid,0,2021
December,Louth,Petrol and electric hybrid,11,2021
December,Louth,Electric,4,2021
December,Louth,Petrol or Diesel plug-in hybrid electric,3,2021
December,Louth,Diesel and electric hybrid,0,2021
December,Mayo,Petrol and electric hybrid,35,2021
December,Mayo,Electric,0,2021
December,Mayo,Petrol or Diesel plug-in hybrid electric,1,2021
December,Mayo,Diesel and electric hybrid,0,2021
December,Meath,Petrol and electric hybrid,18,2021
December,Meath,Electric,11,2021
December,Meath,Petrol or Diesel plug-in hybrid electric,11,2021
December,Meath,Diesel and electric hybrid,0,2021
December,Monaghan,Petrol and electric hybrid,6,2021
December,Monaghan,Electric,0,2021
December,Monaghan,Petrol or Diesel plug-in hybrid electric,1,2021
December,Monaghan,Diesel and electric hybrid,0,2021
December,Offaly,Petrol and electric hybrid,5,2021
December,Offaly,Electric,3,2021
December,Offaly,Petrol or Diesel plug-in hybrid electric,1,2021
December,Offaly,Diesel and electric hybrid,0,2021
December,Roscommon,Petrol and electric hybrid,14,2021
December,Roscommon,Electric,0,2021
December,Roscommon,Petrol or Diesel plug-in hybrid electric,0,2021
December,Roscommon,Diesel and electric hybrid,0,2021
December,Sligo,Petrol and electric hybrid,2,2021
December,Sligo,Electric,2,2021
December,Sligo,Petrol or Diesel plug-in hybrid electric,3,2021
December,Sligo,Diesel and electric hybrid,0,2021
December,Westmeath,Petrol and electric hybrid,4,2021
December,Westmeath,Electric,2,2021
December,Westmeath,Petrol or Diesel plug-in hybrid electric,0,2021
December,Westmeath,Diesel and electric hybrid,0,2021
December,Wexford,Petrol and electric hybrid,10,2021
December,Wexford,Electric,5,2021
December,Wexford,Petrol or Diesel plug-in hybrid electric,1,2021
December,Wexford,Diesel and electric hybrid,0,2021
December,Wicklow,Petrol and electric hybrid,11,2021
December,Wicklow,Electric,6,2021
December,Wicklow,Petrol or Diesel plug-in hybrid electric,10,2021
December,Wicklow,Diesel and electric hybrid,1,2021
December,Limerick,Petrol and electric hybrid,18,2021
December,Limerick,Electric,4,2021
December,Limerick,Petrol or Diesel plug-in hybrid electric,4,2021
December,Limerick,Diesel and electric hybrid,1,2021
December,Waterford,Petrol and electric hybrid,6,2021
December,Waterford,Electric,2,2021
December,Waterford,Petrol or Diesel plug-in hybrid electric,2,2021
December,Waterford,Diesel and electric hybrid,0,2021
December,Tipperary,Petrol and electric hybrid,23,2021
December,Tipperary,Electric,1,2021
December,Tipperary,Petrol or Diesel plug-in hybrid electric,4,2021
December,Tipperary,Diesel and electric hybrid,0,2021
December,Cork,Petrol and electric hybrid,40,2021
December,Cork,Electric,19,2021
December,Cork,Petrol or Diesel plug-in hybrid electric,21,2021
December,Cork,Diesel and electric hybrid,0,2021
December,Dublin,Petrol and electric hybrid,244,2021
December,Dublin,Electric,84,2021
December,Dublin,Petrol or Diesel plug-in hybrid electric,116,2021
December,Dublin,Diesel and electric hybrid,5,2021
January,Carlow,Petrol and electric hybrid,44,2022
January,Carlow,Electric,22,2022
January,Carlow,Petrol or Diesel plug-in hybrid electric,19,2022
January,Carlow,Diesel and electric hybrid,1,2022
January,Cavan,Petrol and electric hybrid,69,2022
January,Cavan,Electric,10,2022
January,Cavan,Petrol or Diesel plug-in hybrid electric,16,2022
January,Cavan,Diesel and electric hybrid,3,2022
January,Clare,Petrol and electric hybrid,95,2022
January,Clare,Electric,24,2022
January,Clare,Petrol or Diesel plug-in hybrid electric,22,2022
January,Clare,Diesel and electric hybrid,5,2022
January,Donegal,Petrol and electric hybrid,97,2022
January,Donegal,Electric,26,2022
January,Donegal,Petrol or Diesel plug-in hybrid electric,41,2022
January,Donegal,Diesel and electric hybrid,5,2022
January,Galway,Petrol and electric hybrid,240,2022
January,Galway,Electric,80,2022
January,Galway,Petrol or Diesel plug-in hybrid electric,70,2022
January,Galway,Diesel and electric hybrid,9,2022
January,Kerry,Petrol and electric hybrid,79,2022
January,Kerry,Electric,35,2022
January,Kerry,Petrol or Diesel plug-in hybrid electric,32,2022
January,Kerry,Diesel and electric hybrid,11,2022
January,Kildare,Petrol and electric hybrid,232,2022
January,Kildare,Electric,131,2022
January,Kildare,Petrol or Diesel plug-in hybrid electric,114,2022
January,Kildare,Diesel and electric hybrid,10,2022
January,Kilkenny,Petrol and electric hybrid,109,2022
January,Kilkenny,Electric,28,2022
January,Kilkenny,Petrol or Diesel plug-in hybrid electric,36,2022
January,Kilkenny,Diesel and electric hybrid,8,2022
January,Laois,Petrol and electric hybrid,52,2022
January,Laois,Electric,18,2022
January,Laois,Petrol or Diesel plug-in hybrid electric,16,2022
January,Laois,Diesel and electric hybrid,10,2022
January,Leitrim,Petrol and electric hybrid,18,2022
January,Leitrim,Electric,7,2022
January,Leitrim,Petrol or Diesel plug-in hybrid electric,6,2022
January,Leitrim,Diesel and electric hybrid,0,2022
January,Longford,Petrol and electric hybrid,50,2022
January,Longford,Electric,5,2022
January,Longford,Petrol or Diesel plug-in hybrid electric,5,2022
January,Longford,Diesel and electric hybrid,0,2022
January,Louth,Petrol and electric hybrid,153,2022
January,Louth,Electric,32,2022
January,Louth,Petrol or Diesel plug-in hybrid electric,22,2022
January,Louth,Diesel and electric hybrid,4,2022
January,Mayo,Petrol and electric hybrid,96,2022
January,Mayo,Electric,31,2022
January,Mayo,Petrol or Diesel plug-in hybrid electric,17,2022
January,Mayo,Diesel and electric hybrid,6,2022
January,Meath,Petrol and electric hybrid,203,2022
January,Meath,Electric,93,2022
January,Meath,Petrol or Diesel plug-in hybrid electric,78,2022
January,Meath,Diesel and electric hybrid,5,2022
January,Monaghan,Petrol and electric hybrid,33,2022
January,Monaghan,Electric,8,2022
January,Monaghan,Petrol or Diesel plug-in hybrid electric,15,2022
January,Monaghan,Diesel and electric hybrid,1,2022
January,Offaly,Petrol and electric hybrid,74,2022
January,Offaly,Electric,12,2022
January,Offaly,Petrol or Diesel plug-in hybrid electric,16,2022
January,Offaly,Diesel and electric hybrid,4,2022
January,Roscommon,Petrol and electric hybrid,70,2022
January,Roscommon,Electric,9,2022
January,Roscommon,Petrol or Diesel plug-in hybrid electric,8,2022
January,Roscommon,Diesel and electric hybrid,3,2022
January,Sligo,Petrol and electric hybrid,51,2022
January,Sligo,Electric,35,2022
January,Sligo,Petrol or Diesel plug-in hybrid electric,8,2022
January,Sligo,Diesel and electric hybrid,3,2022
January,Westmeath,Petrol and electric hybrid,99,2022
January,Westmeath,Electric,35,2022
January,Westmeath,Petrol or Diesel plug-in hybrid electric,25,2022
January,Westmeath,Diesel and electric hybrid,8,2022
January,Wexford,Petrol and electric hybrid,133,2022
January,Wexford,Electric,54,2022
January,Wexford,Petrol or Diesel plug-in hybrid electric,29,2022
January,Wexford,Diesel and electric hybrid,6,2022
January,Wicklow,Petrol and electric hybrid,146,2022
January,Wicklow,Electric,78,2022
January,Wicklow,Petrol or Diesel plug-in hybrid electric,51,2022
January,Wicklow,Diesel and electric hybrid,7,2022
January,Limerick,Petrol and electric hybrid,182,2022
January,Limerick,Electric,44,2022
January,Limerick,Petrol or Diesel plug-in hybrid electric,51,2022
January,Limerick,Diesel and electric hybrid,11,2022
January,Waterford,Petrol and electric hybrid,107,2022
January,Waterford,Electric,45,2022
January,Waterford,Petrol or Diesel plug-in hybrid electric,45,2022
January,Waterford,Diesel and electric hybrid,6,2022
January,Tipperary,Petrol and electric hybrid,145,2022
January,Tipperary,Electric,49,2022
January,Tipperary,Petrol or Diesel plug-in hybrid electric,29,2022
January,Tipperary,Diesel and electric hybrid,9,2022
January,Cork,Petrol and electric hybrid,672,2022
January,Cork,Electric,194,2022
January,Cork,Petrol or Diesel plug-in hybrid electric,189,2022
January,Cork,Diesel and electric hybrid,40,2022
January,Dublin,Petrol and electric hybrid,1792,2022
January,Dublin,Electric,738,2022
January,Dublin,Petrol or Diesel plug-in hybrid electric,726,2022
January,Dublin,Diesel and electric hybrid,28,2022
February,Carlow,Petrol and electric hybrid,46,2022
February,Carlow,Electric,25,2022
February,Carlow,Petrol or Diesel plug-in hybrid electric,11,2022
February,Carlow,Diesel and electric hybrid,2,2022
February,Cavan,Petrol and electric hybrid,51,2022
February,Cavan,Electric,11,2022
February,Cavan,Petrol or Diesel plug-in hybrid electric,8,2022
February,Cavan,Diesel and electric hybrid,2,2022
February,Clare,Petrol and electric hybrid,67,2022
February,Clare,Electric,23,2022
February,Clare,Petrol or Diesel plug-in hybrid electric,31,2022
February,Clare,Diesel and electric hybrid,5,2022
February,Donegal,Petrol and electric hybrid,60,2022
February,Donegal,Electric,22,2022
February,Donegal,Petrol or Diesel plug-in hybrid electric,36,2022
February,Donegal,Diesel and electric hybrid,5,2022
February,Galway,Petrol and electric hybrid,147,2022
February,Galway,Electric,77,2022
February,Galway,Petrol or Diesel plug-in hybrid electric,52,2022
February,Galway,Diesel and electric hybrid,5,2022
February,Kerry,Petrol and electric hybrid,55,2022
February,Kerry,Electric,36,2022
February,Kerry,Petrol or Diesel plug-in hybrid electric,28,2022
February,Kerry,Diesel and electric hybrid,3,2022
February,Kildare,Petrol and electric hybrid,153,2022
February,Kildare,Electric,104,2022
February,Kildare,Petrol or Diesel plug-in hybrid electric,85,2022
February,Kildare,Diesel and electric hybrid,6,2022
February,Kilkenny,Petrol and electric hybrid,40,2022
February,Kilkenny,Electric,35,2022
February,Kilkenny,Petrol or Diesel plug-in hybrid electric,24,2022
February,Kilkenny,Diesel and electric hybrid,4,2022
February,Laois,Petrol and electric hybrid,29,2022
February,Laois,Electric,25,2022
February,Laois,Petrol or Diesel plug-in hybrid electric,11,2022
February,Laois,Diesel and electric hybrid,3,2022
February,Leitrim,Petrol and electric hybrid,13,2022
February,Leitrim,Electric,6,2022
February,Leitrim,Petrol or Diesel plug-in hybrid electric,2,2022
February,Leitrim,Diesel and electric hybrid,1,2022
February,Longford,Petrol and electric hybrid,31,2022
February,Longford,Electric,3,2022
February,Longford,Petrol or Diesel plug-in hybrid electric,4,2022
February,Longford,Diesel and electric hybrid,0,2022
February,Louth,Petrol and electric hybrid,81,2022
February,Louth,Electric,39,2022
February,Louth,Petrol or Diesel plug-in hybrid electric,27,2022
February,Louth,Diesel and electric hybrid,1,2022
February,Mayo,Petrol and electric hybrid,55,2022
February,Mayo,Electric,26,2022
February,Mayo,Petrol or Diesel plug-in hybrid electric,14,2022
February,Mayo,Diesel and electric hybrid,4,2022
February,Meath,Petrol and electric hybrid,180,2022
February,Meath,Electric,85,2022
February,Meath,Petrol or Diesel plug-in hybrid electric,57,2022
February,Meath,Diesel and electric hybrid,3,2022
February,Monaghan,Petrol and electric hybrid,23,2022
February,Monaghan,Electric,9,2022
February,Monaghan,Petrol or Diesel plug-in hybrid electric,12,2022
February,Monaghan,Diesel and electric hybrid,2,2022
February,Offaly,Petrol and electric hybrid,47,2022
February,Offaly,Electric,26,2022
February,Offaly,Petrol or Diesel plug-in hybrid electric,12,2022
February,Offaly,Diesel and electric hybrid,3,2022
February,Roscommon,Petrol and electric hybrid,50,2022
February,Roscommon,Electric,8,2022
February,Roscommon,Petrol or Diesel plug-in hybrid electric,12,2022
February,Roscommon,Diesel and electric hybrid,0,2022
February,Sligo,Petrol and electric hybrid,34,2022
February,Sligo,Electric,26,2022
February,Sligo,Petrol or Diesel plug-in hybrid electric,9,2022
February,Sligo,Diesel and electric hybrid,0,2022
February,Westmeath,Petrol and electric hybrid,53,2022
February,Westmeath,Electric,26,2022
February,Westmeath,Petrol or Diesel plug-in hybrid electric,14,2022
February,Westmeath,Diesel and electric hybrid,2,2022
February,Wexford,Petrol and electric hybrid,80,2022
February,Wexford,Electric,43,2022
February,Wexford,Petrol or Diesel plug-in hybrid electric,21,2022
February,Wexford,Diesel and electric hybrid,1,2022
February,Wicklow,Petrol and electric hybrid,96,2022
February,Wicklow,Electric,72,2022
February,Wicklow,Petrol or Diesel plug-in hybrid electric,34,2022
February,Wicklow,Diesel and electric hybrid,3,2022
February,Limerick,Petrol and electric hybrid,107,2022
February,Limerick,Electric,62,2022
February,Limerick,Petrol or Diesel plug-in hybrid electric,34,2022
February,Limerick,Diesel and electric hybrid,1,2022
February,Waterford,Petrol and electric hybrid,53,2022
February,Waterford,Electric,37,2022
February,Waterford,Petrol or Diesel plug-in hybrid electric,30,2022
February,Waterford,Diesel and electric hybrid,7,2022
February,Tipperary,Petrol and electric hybrid,103,2022
February,Tipperary,Electric,42,2022
February,Tipperary,Petrol or Diesel plug-in hybrid electric,31,2022
February,Tipperary,Diesel and electric hybrid,4,2022
February,Cork,Petrol and electric hybrid,428,2022
February,Cork,Electric,193,2022
February,Cork,Petrol or Diesel plug-in hybrid electric,147,2022
February,Cork,Diesel and electric hybrid,18,2022
February,Dublin,Petrol and electric hybrid,1219,2022
February,Dublin,Electric,793,2022
February,Dublin,Petrol or Diesel plug-in hybrid electric,496,2022
February,Dublin,Diesel and electric hybrid,27,2022
March,Carlow,Petrol and electric hybrid,18,2022
March,Carlow,Electric,13,2022
March,Carlow,Petrol or Diesel plug-in hybrid electric,10,2022
March,Carlow,Diesel and electric hybrid,0,2022
March,Cavan,Petrol and electric hybrid,32,2022
March,Cavan,Electric,14,2022
March,Cavan,Petrol or Diesel plug-in hybrid electric,10,2022
March,Cavan,Diesel and electric hybrid,0,2022
March,Clare,Petrol and electric hybrid,52,2022
March,Clare,Electric,33,2022
March,Clare,Petrol or Diesel plug-in hybrid electric,12,2022
March,Clare,Diesel and electric hybrid,0,2022
March,Donegal,Petrol and electric hybrid,71,2022
March,Donegal,Electric,24,2022
March,Donegal,Petrol or Diesel plug-in hybrid electric,33,2022
March,Donegal,Diesel and electric hybrid,2,2022
March,Galway,Petrol and electric hybrid,134,2022
March,Galway,Electric,70,2022
March,Galway,Petrol or Diesel plug-in hybrid electric,51,2022
March,Galway,Diesel and electric hybrid,3,2022
March,Kerry,Petrol and electric hybrid,50,2022
March,Kerry,Electric,40,2022
March,Kerry,Petrol or Diesel plug-in hybrid electric,24,2022
March,Kerry,Diesel and electric hybrid,0,2022
March,Kildare,Petrol and electric hybrid,119,2022
March,Kildare,Electric,106,2022
March,Kildare,Petrol or Diesel plug-in hybrid electric,76,2022
March,Kildare,Diesel and electric hybrid,3,2022
March,Kilkenny,Petrol and electric hybrid,43,2022
March,Kilkenny,Electric,22,2022
March,Kilkenny,Petrol or Diesel plug-in hybrid electric,14,2022
March,Kilkenny,Diesel and electric hybrid,2,2022
March,Laois,Petrol and electric hybrid,28,2022
March,Laois,Electric,18,2022
March,Laois,Petrol or Diesel plug-in hybrid electric,11,2022
March,Laois,Diesel and electric hybrid,2,2022
March,Leitrim,Petrol and electric hybrid,9,2022
March,Leitrim,Electric,6,2022
March,Leitrim,Petrol or Diesel plug-in hybrid electric,2,2022
March,Leitrim,Diesel and electric hybrid,0,2022
March,Longford,Petrol and electric hybrid,15,2022
March,Longford,Electric,10,2022
March,Longford,Petrol or Diesel plug-in hybrid electric,3,2022
March,Longford,Diesel and electric hybrid,0,2022
March,Louth,Petrol and electric hybrid,71,2022
March,Louth,Electric,38,2022
March,Louth,Petrol or Diesel plug-in hybrid electric,17,2022
March,Louth,Diesel and electric hybrid,1,2022
March,Mayo,Petrol and electric hybrid,46,2022
March,Mayo,Electric,29,2022
March,Mayo,Petrol or Diesel plug-in hybrid electric,2,2022
March,Mayo,Diesel and electric hybrid,1,2022
March,Meath,Petrol and electric hybrid,107,2022
March,Meath,Electric,81,2022
March,Meath,Petrol or Diesel plug-in hybrid electric,55,2022
March,Meath,Diesel and electric hybrid,2,2022
March,Monaghan,Petrol and electric hybrid,17,2022
March,Monaghan,Electric,2,2022
March,Monaghan,Petrol or Diesel plug-in hybrid electric,9,2022
March,Monaghan,Diesel and electric hybrid,0,2022
March,Offaly,Petrol and electric hybrid,28,2022
March,Offaly,Electric,14,2022
March,Offaly,Petrol or Diesel plug-in hybrid electric,6,2022
March,Offaly,Diesel and electric hybrid,2,2022
March,Roscommon,Petrol and electric hybrid,101,2022
March,Roscommon,Electric,21,2022
March,Roscommon,Petrol or Diesel plug-in hybrid electric,8,2022
March,Roscommon,Diesel and electric hybrid,2,2022
March,Sligo,Petrol and electric hybrid,28,2022
March,Sligo,Electric,22,2022
March,Sligo,Petrol or Diesel plug-in hybrid electric,12,2022
March,Sligo,Diesel and electric hybrid,0,2022
March,Westmeath,Petrol and electric hybrid,37,2022
March,Westmeath,Electric,24,2022
March,Westmeath,Petrol or Diesel plug-in hybrid electric,27,2022
March,Westmeath,Diesel and electric hybrid,0,2022
March,Wexford,Petrol and electric hybrid,91,2022
March,Wexford,Electric,48,2022
March,Wexford,Petrol or Diesel plug-in hybrid electric,27,2022
March,Wexford,Diesel and electric hybrid,1,2022
March,Wicklow,Petrol and electric hybrid,71,2022
March,Wicklow,Electric,64,2022
March,Wicklow,Petrol or Diesel plug-in hybrid electric,29,2022
March,Wicklow,Diesel and electric hybrid,2,2022
March,Limerick,Petrol and electric hybrid,120,2022
March,Limerick,Electric,50,2022
March,Limerick,Petrol or Diesel plug-in hybrid electric,27,2022
March,Limerick,Diesel and electric hybrid,0,2022
March,Waterford,Petrol and electric hybrid,41,2022
March,Waterford,Electric,39,2022
March,Waterford,Petrol or Diesel plug-in hybrid electric,37,2022
March,Waterford,Diesel and electric hybrid,3,2022
March,Tipperary,Petrol and electric hybrid,70,2022
March,Tipperary,Electric,36,2022
March,Tipperary,Petrol or Diesel plug-in hybrid electric,27,2022
March,Tipperary,Diesel and electric hybrid,1,2022
March,Cork,Petrol and electric hybrid,335,2022
March,Cork,Electric,166,2022
March,Cork,Petrol or Diesel plug-in hybrid electric,127,2022
March,Cork,Diesel and electric hybrid,9,2022
March,Dublin,Petrol and electric hybrid,1363,2022
March,Dublin,Electric,777,2022
March,Dublin,Petrol or Diesel plug-in hybrid electric,492,2022
March,Dublin,Diesel and electric hybrid,14,2022
April,Carlow,Petrol and electric hybrid,35,2022
April,Carlow,Electric,10,2022
April,Carlow,Petrol or Diesel plug-in hybrid electric,7,2022
April,Carlow,Diesel and electric hybrid,4,2022
April,Cavan,Petrol and electric hybrid,24,2022
April,Cavan,Electric,13,2022
April,Cavan,Petrol or Diesel plug-in hybrid electric,2,2022
April,Cavan,Diesel and electric hybrid,0,2022
April,Clare,Petrol and electric hybrid,50,2022
April,Clare,Electric,31,2022
April,Clare,Petrol or Diesel plug-in hybrid electric,20,2022
April,Clare,Diesel and electric hybrid,2,2022
April,Donegal,Petrol and electric hybrid,54,2022
April,Donegal,Electric,21,2022
April,Donegal,Petrol or Diesel plug-in hybrid electric,27,2022
April,Donegal,Diesel and electric hybrid,5,2022
April,Galway,Petrol and electric hybrid,100,2022
April,Galway,Electric,70,2022
April,Galway,Petrol or Diesel plug-in hybrid electric,30,2022
April,Galway,Diesel and electric hybrid,2,2022
April,Kerry,Petrol and electric hybrid,34,2022
April,Kerry,Electric,23,2022
April,Kerry,Petrol or Diesel plug-in hybrid electric,15,2022
April,Kerry,Diesel and electric hybrid,3,2022
April,Kildare,Petrol and electric hybrid,127,2022
April,Kildare,Electric,82,2022
April,Kildare,Petrol or Diesel plug-in hybrid electric,37,2022
April,Kildare,Diesel and electric hybrid,5,2022
April,Kilkenny,Petrol and electric hybrid,36,2022
April,Kilkenny,Electric,21,2022
April,Kilkenny,Petrol or Diesel plug-in hybrid electric,13,2022
April,Kilkenny,Diesel and electric hybrid,2,2022
April,Laois,Petrol and electric hybrid,20,2022
April,Laois,Electric,23,2022
April,Laois,Petrol or Diesel plug-in hybrid electric,16,2022
April,Laois,Diesel and electric hybrid,0,2022
April,Leitrim,Petrol and electric hybrid,9,2022
April,Leitrim,Electric,6,2022
April,Leitrim,Petrol or Diesel plug-in hybrid electric,3,2022
April,Leitrim,Diesel and electric hybrid,0,2022
April,Longford,Petrol and electric hybrid,11,2022
April,Longford,Electric,6,2022
April,Longford,Petrol or Diesel plug-in hybrid electric,3,2022
April,Longford,Diesel and electric hybrid,0,2022
April,Louth,Petrol and electric hybrid,42,2022
April,Louth,Electric,36,2022
April,Louth,Petrol or Diesel plug-in hybrid electric,29,2022
April,Louth,Diesel and electric hybrid,0,2022
April,Mayo,Petrol and electric hybrid,37,2022
April,Mayo,Electric,22,2022
April,Mayo,Petrol or Diesel plug-in hybrid electric,8,2022
April,Mayo,Diesel and electric hybrid,2,2022
April,Meath,Petrol and electric hybrid,110,2022
April,Meath,Electric,56,2022
April,Meath,Petrol or Diesel plug-in hybrid electric,33,2022
April,Meath,Diesel and electric hybrid,5,2022
April,Monaghan,Petrol and electric hybrid,12,2022
April,Monaghan,Electric,4,2022
April,Monaghan,Petrol or Diesel plug-in hybrid electric,7,2022
April,Monaghan,Diesel and electric hybrid,2,2022
April,Offaly,Petrol and electric hybrid,33,2022
April,Offaly,Electric,18,2022
April,Offaly,Petrol or Diesel plug-in hybrid electric,9,2022
April,Offaly,Diesel and electric hybrid,3,2022
April,Roscommon,Petrol and electric hybrid,70,2022
April,Roscommon,Electric,11,2022
April,Roscommon,Petrol or Diesel plug-in hybrid electric,8,2022
April,Roscommon,Diesel and electric hybrid,3,2022
